"","station","valid","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","Date","Time","Hour","tmpc","dwpc","sms","p01mm","altmb","gustms"
"133","0CO",2023-09-06 12:55:00,50,21.2,31.87,290,18,0,30.66,NA,10,32,"CLR",2023-09-06,"12:55","2023/09/06 12",9.33333333333333,-4.33333333333333,7.37369733333333,0,859.671104508635,16.462208
"134","0CO",2023-09-06 13:55:00,51.8,21.2,29.82,290,15,0,30.66,NA,10,25,"CLR",2023-09-06,"13:55","2023/09/06 13",10.3333333333333,-5.33333333333333,6.85925333333333,0,859.671104508635,13.889988
"135","0CO",2023-09-06 14:55:00,53.6,24.8,32.46,NA,NA,0,30.66,NA,10,NA,"CLR",2023-09-06,"14:55","2023/09/06 14",11.3333333333333,-5.33333333333333,NA,0,859.577651839376,NA
"136","0CO",2023-09-06 15:55:00,55.4,19.4,24.21,260,19,0,30.65,NA,10,32,"CLR",2023-09-06,"15:55","2023/09/06 15",12,-6.33333333333333,6.51629066666667,0,859.390746500859,16.462208
"137","0CO",2023-09-06 16:55:00,55.4,19.4,24.21,240,13,0,30.66,NA,10,21,"CLR",2023-09-06,"16:55","2023/09/06 16",12.6666666666667,-7.66666666666667,6.687772,0,859.577651839376,14.918876
"138","0CO",2023-09-06 17:55:00,53.6,17.6,23.93,290,12,0,30.66,NA,10,21,"CLR",2023-09-06,"17:55","2023/09/06 17",12.6666666666667,-8,7.03073466666667,0,859.577651839376,NA
"139","0CO",2023-09-06 18:55:00,50,26.6,39.95,330,3,0,30.66,NA,10,NA,"CLR",2023-09-06,"18:55","2023/09/06 18",11.3333333333333,-4.66666666666667,2.91518266666667,0,859.577651839376,NA
"140","0CO",2023-09-06 19:55:00,46.4,23,39.36,300,3,0,30.66,NA,10,NA,"CLR",2023-09-06,"19:55","2023/09/06 19",9.33333333333333,-6.33333333333333,2.74370133333333,0,859.390746500859,NA
"141","0CO",2023-09-06 20:55:00,46.4,26.6,45.73,0,0,0,30.67,NA,10,NA,"CLR",2023-09-06,"20:55","2023/09/06 20",8,-2.66666666666667,0,0,859.671104508635,NA
"142","0CO",2023-09-06 21:55:00,46.4,19.4,33.79,300,8,0,30.66,NA,10,16,"CLR",2023-09-06,"21:55","2023/09/06 21",8,-7,2.91518266666667,0,859.577651839376,NA
"143","0CO",2023-09-06 22:55:00,44.6,17.6,33.49,250,11,0,30.65,NA,10,NA,"CLR",2023-09-06,"22:55","2023/09/06 22",7.66666666666667,-7.66666666666667,4.629996,0,859.484199170118,NA
"144","0CO",2023-09-06 23:55:00,44.6,19.4,36.18,280,18,0,30.64,NA,10,NA,"CLR",2023-09-06,"23:55","2023/09/06 23",7.33333333333333,-7.66666666666667,6.34480933333333,0,859.203841162342,NA
"145","0CO",2023-09-07 00:55:00,42.8,17.6,35.87,290,15,0,30.63,NA,10,23,"CLR",2023-09-07,"00:55","2023/09/07 00",6.33333333333333,-7.66666666666667,7.88814133333333,0,858.830030485309,NA
"146","0CO",2023-09-07 01:55:00,41,15.8,35.57,280,20,0,30.6,NA,10,NA,"CLR",2023-09-07,"01:55","2023/09/07 01",5,-8.33333333333333,9.94591733333333,0,858.175861800499,NA
"147","0CO",2023-09-07 02:55:00,41,17.6,38.45,290,32,0,30.58,NA,10,43,"CLR",2023-09-07,"02:55","2023/09/07 02",5.66666666666667,-8.33333333333333,15.43332,0,857.52169311569,22.635536
"148","0CO",2023-09-07 03:55:00,41,19.4,41.54,290,23,0,30.57,NA,10,42,"CLR",2023-09-07,"03:55","2023/09/07 03",5,-7,15.6048013333333,0,856.960977100139,21.606648
"149","0CO",2023-09-07 04:55:00,41,19.4,41.54,280,28,0,30.57,NA,10,45,"CLR",2023-09-07,"04:55","2023/09/07 04",5,-7,14.5759133333333,0,856.960977100139,23.14998
"150","0CO",2023-09-07 05:55:00,39.2,19.4,44.55,290,25,0,30.58,NA,10,40,"CLR",2023-09-07,"05:55","2023/09/07 05",4.66666666666667,-7,14.404432,0,856.960977100139,23.14998
"151","0CO",2023-09-07 06:55:00,37.4,19.4,47.8,280,30,0,30.57,NA,10,42,"CLR",2023-09-07,"06:55","2023/09/07 06",3.33333333333333,-7,13.5470253333333,0,857.241335107915,21.606648
"152","0CO",2023-09-07 07:55:00,37.4,21.2,51.61,310,19,0,30.6,NA,10,38,"CLR",2023-09-07,"07:55","2023/09/07 07",3.66666666666667,-6.66666666666667,13.0325813333333,0,857.52169311569,22.121092
"153","0CO",2023-09-07 08:55:00,39.2,21.2,48.1,300,16,0,30.61,NA,10,28,"CLR",2023-09-07,"08:55","2023/09/07 08",3.66666666666667,-6,9.08851066666667,0,858.082409131241,15.947764
"154","0CO",2023-09-07 09:55:00,42.8,21.2,41.84,NA,NA,0,30.63,NA,10,NA,"CLR",2023-09-07,"09:55","2023/09/07 09",5.33333333333333,-6,NA,0,858.456219808275,NA
"155","0CO",2023-09-07 10:55:00,44.6,21.2,39.06,300,21,0,30.64,NA,10,27,"CLR",2023-09-07,"10:55","2023/09/07 10",6.66666666666667,-6,11.4892493333333,0,858.830030485309,18.00554
"156","0CO",2023-09-07 11:55:00,46.4,19.4,33.79,310,21,0,30.66,NA,10,30,"CLR",2023-09-07,"11:55","2023/09/07 11",8,-6.66666666666667,12.0036933333333,0,859.390746500859,20.063316
"157","0CO",2023-09-07 12:55:00,50,14,23.37,300,16,0,30.67,NA,10,31,"CLR",2023-09-07,"12:55","2023/09/07 12",10,-8.66666666666667,10.9748053333333,0,859.577651839376,17.491096
"158","0CO",2023-09-07 13:55:00,50,10.4,19.93,NA,NA,0,30.67,NA,10,NA,"CLR",2023-09-07,"13:55","2023/09/07 13",10,-11.6666666666667,NA,0,859.764557177893,NA
"159","0CO",2023-09-07 14:55:00,51.8,8.6,17.2,270,20,0,30.67,NA,10,36,"CLR",2023-09-07,"14:55","2023/09/07 14",11,-11.6666666666667,11.4892493333333,0,859.671104508635,22.121092
"160","0CO",2023-09-07 15:55:00,51.8,8.6,17.2,260,17,0,30.68,NA,10,34,"CLR",2023-09-07,"15:55","2023/09/07 15",11,-13,9.43147333333333,0,859.95146251641,NA
"161","0CO",2023-09-07 16:55:00,51.8,3.2,13.45,280,18,0,30.68,NA,10,39,"CLR",2023-09-07,"16:55","2023/09/07 16",11,-15.6666666666667,13.375544,0,859.95146251641,21.092204
"162","0CO",2023-09-07 17:55:00,51.8,10.4,18.64,300,17,0,30.69,NA,10,22,"CLR",2023-09-07,"17:55","2023/09/07 17",11,-13.3333333333333,10.9748053333333,0,860.325273193444,17.491096
"163","0CO",2023-09-07 18:55:00,50,1.4,13.22,NA,NA,0,30.71,NA,10,NA,"CLR",2023-09-07,"18:55","2023/09/07 18",10.3333333333333,-15.6666666666667,NA,0,860.885989208995,NA
"164","0CO",2023-09-07 19:55:00,44.6,5,19.13,280,17,0,30.72,NA,10,20,"CLR",2023-09-07,"19:55","2023/09/07 19",7.66666666666667,-15.6666666666667,8.05962266666667,0,861.072894547512,11.832212
"165","0CO",2023-09-07 20:55:00,44.6,5,19.13,280,14,0,30.74,NA,10,NA,"CLR",2023-09-07,"20:55","2023/09/07 20",7,-15,8.05962266666667,0,861.727063232321,NA
"166","0CO",2023-09-07 21:55:00,44.6,5,19.13,280,9,0,30.75,NA,10,NA,"CLR",2023-09-07,"21:55","2023/09/07 21",7,-14.6666666666667,6.85925333333333,0,861.913968570838,NA
"167","0CO",2023-09-07 22:55:00,42.8,17.6,35.87,120,8,0,30.74,NA,10,NA,"CLR",2023-09-07,"22:55","2023/09/07 22",6.66666666666667,-12.3333333333333,3.25814533333333,0,862.007421240096,NA
"168","0CO",2023-09-07 23:55:00,42.8,21.2,41.84,110,13,0,30.75,NA,10,22,"CLR",2023-09-07,"23:55","2023/09/07 23",6,-6,7.03073466666667,0,862.007421240096,11.317768
"169","0CO",2023-09-08 00:55:00,42.8,23,45.14,150,12,0,30.74,NA,10,22,"CLR",2023-09-08,"00:55","2023/09/08 00",6,-5,NA,0,862.007421240096,NA
"170","0CO",2023-09-08 02:55:00,41,21.2,44.85,150,9,0,30.73,NA,10,16,"CLR",2023-09-08,"02:55","2023/09/08 02",5,-6,6.51629066666667,0,861.633610563063,11.832212
"171","0CO",2023-09-08 03:55:00,41,23,48.39,210,8,0,30.72,NA,10,NA,"CLR",2023-09-08,"03:55","2023/09/08 03",5,-5.33333333333333,5.14444,0,861.353252555287,NA
"172","0CO",2023-09-08 04:55:00,41,23,48.39,260,5,0,30.72,NA,10,NA,"CLR",2023-09-08,"04:55","2023/09/08 04",5,-5,3.42962666666667,0,861.259799886029,NA
"173","0CO",2023-09-08 05:55:00,41,19.4,41.54,260,7,0,30.72,NA,10,NA,"CLR",2023-09-08,"05:55","2023/09/08 05",5,-7,3.086664,0,861.16634721677,NA
"174","0CO",2023-09-08 06:55:00,41,19.4,41.54,250,6,0,30.73,NA,10,NA,"CLR",2023-09-08,"06:55","2023/09/08 06",5,-7,3.25814533333333,0,861.633610563063,NA
"175","0CO",2023-09-08 07:55:00,41,19.4,41.54,260,7,0,30.74,NA,10,17,"CLR",2023-09-08,"07:55","2023/09/08 07",5.33333333333333,-7,3.94407066666667,0,861.820515901579,10.28888
"176","0CO",2023-09-08 08:55:00,42.8,17.6,35.87,290,19,0,30.74,NA,10,25,"CLR",2023-09-08,"08:55","2023/09/08 08",6,-8,8.745548,0,861.820515901579,12.8611
"177","0CO",2023-09-08 09:55:00,44.6,14,28.64,290,19,0,30.75,NA,10,26,"CLR",2023-09-08,"09:55","2023/09/08 09",7,-8.33333333333333,8.231104,0,862.100873909355,14.404432
"178","0CO",2023-09-08 10:55:00,46.4,14,26.75,270,22,0,30.75,NA,10,30,"CLR",2023-09-08,"10:55","2023/09/08 10",8,-10,10.1173986666667,0,862.287779247872,15.43332
"179","0CO",2023-09-08 11:55:00,50,15.8,25.28,NA,NA,0,30.77,NA,10,NA,"CLR",2023-09-08,"11:55","2023/09/08 11",9.66666666666667,-9.66666666666667,NA,0,862.474684586389,NA
"180","0CO",2023-09-08 12:55:00,51.8,17.6,25.56,270,19,0,30.76,NA,10,32,"CLR",2023-09-08,"12:55","2023/09/08 12",10.6666666666667,-8,9.60295466666667,0,862.38123191713,16.462208
"181","0CO",2023-09-08 13:55:00,51.8,12.2,20.2,290,21,0,30.76,NA,10,32,"CLR",2023-09-08,"13:55","2023/09/08 13",11,-9.66666666666667,8.40258533333333,0,862.38123191713,18.00554
"182","0CO",2023-09-08 14:55:00,53.6,14,20.46,280,22,0,30.75,NA,10,NA,"CLR",2023-09-08,"14:55","2023/09/08 14",11.6666666666667,-10,11.832212,0,862.100873909355,NA
"183","0CO",2023-09-08 15:55:00,53.6,14,20.46,NA,NA,0,30.75,NA,10,NA,"CLR",2023-09-08,"15:55","2023/09/08 15",11.6666666666667,-10,NA,0,862.100873909355,NA
"184","0CO",2023-09-08 16:55:00,51.8,14,21.86,310,12,0,30.77,NA,10,33,"CLR",2023-09-08,"16:55","2023/09/08 16",11.3333333333333,-9.66666666666667,NA,0,862.38123191713,NA
"185","0CO",2023-09-08 17:55:00,51.8,14,21.86,300,13,0,30.77,NA,10,NA,"CLR",2023-09-08,"17:55","2023/09/08 17",11.6666666666667,-9.66666666666667,NA,0,862.38123191713,NA
"186","0CO",2023-09-08 18:55:00,50,12.2,21.59,290,20,0,30.77,NA,10,NA,"CLR",2023-09-08,"18:55","2023/09/08 18",10.3333333333333,-10.3333333333333,8.745548,0,862.661589924906,NA
"187","0CO",2023-09-08 19:55:00,44.6,10.4,24.42,290,16,0,30.77,NA,10,19,"CLR",2023-09-08,"19:55","2023/09/08 19",7.66666666666667,-11.6666666666667,8.05962266666667,0,862.661589924906,10.803324
"188","0CO",2023-09-08 20:55:00,44.6,12.2,26.45,290,18,0,30.79,NA,10,23,"CLR",2023-09-08,"20:55","2023/09/08 20",7,-11.6666666666667,8.57406666666667,0,863.128853271198,NA
"189","0CO",2023-09-08 21:55:00,44.6,10.4,24.42,290,18,0,30.79,NA,10,NA,"CLR",2023-09-08,"21:55","2023/09/08 21",7,-11.3333333333333,8.40258533333333,0,863.222305940457,NA
"190","0CO",2023-09-08 22:55:00,44.6,8.6,22.53,290,21,0,30.77,NA,10,29,"CLR",2023-09-08,"22:55","2023/09/08 22",6.66666666666667,-12.3333333333333,9.60295466666667,0,862.941947932681,14.918876
"191","0CO",2023-09-08 23:55:00,42.8,10.4,26.16,290,13,0,30.77,NA,10,19,"CLR",2023-09-08,"23:55","2023/09/08 23",6.33333333333333,-12.3333333333333,8.05962266666667,0,862.661589924906,13.375544
"192","0CO",2023-09-09 00:55:00,41,10.4,28.04,290,14,0,30.77,NA,10,18,"CLR",2023-09-09,"00:55","2023/09/09 00",5.66666666666667,-12,6.173328,0,862.661589924906,9.259992
"193","0CO",2023-09-09 01:55:00,41,10.4,28.04,290,17,0,30.74,NA,10,21,"CLR",2023-09-09,"01:55","2023/09/09 01",5,-12,7.54517866666667,0,862.100873909355,NA
"194","0CO",2023-09-09 02:55:00,41,14,32.88,300,17,0,30.74,NA,10,NA,"CLR",2023-09-09,"02:55","2023/09/09 02",5,-10.3333333333333,8.05962266666667,0,861.820515901579,NA
"195","0CO",2023-09-09 03:55:00,41,15.8,35.57,300,20,0,30.72,NA,10,NA,"CLR",2023-09-09,"03:55","2023/09/09 03",5,-9,10.1173986666667,0,861.353252555287,NA
"196","0CO",2023-09-09 04:55:00,41,14,32.88,310,22,0,30.72,NA,10,26,"CLR",2023-09-09,"04:55","2023/09/09 04",5,-9.33333333333333,10.4603613333333,0,861.259799886029,13.889988
"197","0CO",2023-09-09 05:55:00,37.4,15.8,40.93,320,21,0,30.72,NA,10,28,"CLR",2023-09-09,"05:55","2023/09/09 05",3.66666666666667,-9.66666666666667,10.1173986666667,0,861.259799886029,14.404432
"198","0CO",2023-09-09 06:55:00,37.4,19.4,47.8,320,20,0,30.73,NA,10,NA,"CLR",2023-09-09,"06:55","2023/09/09 06",3.66666666666667,-7.66666666666667,10.9748053333333,0,861.259799886029,NA
"199","0CO",2023-09-09 07:55:00,41,19.4,41.54,320,16,0,30.76,NA,10,23,"CLR",2023-09-09,"07:55","2023/09/09 07",4.66666666666667,-7,9.08851066666667,0,862.100873909355,12.8611
"200","0CO",2023-09-09 08:55:00,44.6,19.4,36.18,300,11,0,30.77,NA,10,18,"CLR",2023-09-09,"08:55","2023/09/09 08",6,-7,4.97295866666667,0,862.755042594164,11.317768
"201","0CO",2023-09-09 09:55:00,44.6,19.4,36.18,300,13,0,30.79,NA,10,22,"CLR",2023-09-09,"09:55","2023/09/09 09",7,-7,6.85925333333333,0,863.128853271198,12.8611
"202","0CO",2023-09-09 10:55:00,46.4,21.2,36.48,310,9,0,30.8,NA,10,18,"CLR",2023-09-09,"10:55","2023/09/09 10",8.33333333333333,-5.66666666666667,4.28703333333333,0,863.409211278973,12.8611
"203","0CO",2023-09-09 11:55:00,50,21.2,31.87,300,13,0,30.8,NA,10,23,"BKN",2023-09-09,"11:55","2023/09/09 11",10,-6,3.77258933333333,0,863.59611661749,NA
"204","0CO",2023-09-09 12:55:00,46.4,21.2,36.48,310,10,0,30.79,NA,10,18,"SCT",2023-09-09,"12:55","2023/09/09 12",9,-5.66666666666667,3.42962666666667,0,863.315758609715,10.803324
"205","0CO",2023-09-09 13:55:00,50,23,34.39,10,5,0,30.79,NA,10,16,"BKN",2023-09-09,"13:55","2023/09/09 13",10,-5,1.88629466666667,0,863.222305940457,NA
"206","0CO",2023-09-09 14:55:00,51.8,24.8,34.69,60,5,0,30.78,NA,10,NA,"BKN",2023-09-09,"14:55","2023/09/09 14",11,-4.66666666666667,2.57222,0,863.128853271198,NA
"207","0CO",2023-09-09 15:55:00,50,23,34.39,10,3,0,30.77,NA,10,19,"SCT",2023-09-09,"15:55","2023/09/09 15",10.3333333333333,-5,2.22925733333333,0,862.661589924906,NA
"208","0CO",2023-09-09 16:55:00,48.2,26.6,42.73,90,8,0,30.77,NA,10,NA,"SCT",2023-09-09,"16:55","2023/09/09 16",9.66666666666667,-4,2.22925733333333,0,862.661589924906,NA
"209","0CO",2023-09-09 17:55:00,44.6,26.6,48.96,NA,NA,0,30.76,NA,10,NA,"BKN",2023-09-09,"17:55","2023/09/09 17",7.66666666666667,-3,NA,0,862.474684586389,NA
"210","0CO",2023-09-09 18:55:00,44.6,26.6,48.96,NA,NA,0,30.76,NA,10,NA,"BKN",2023-09-09,"18:55","2023/09/09 18",7,-2.33333333333333,NA,0,862.194326578613,NA
"211","0CO",2023-09-09 19:55:00,42.8,26.6,52.45,NA,NA,0,30.77,NA,10,NA,"SCT",2023-09-09,"19:55","2023/09/09 19",6.33333333333333,-3,NA,0,862.661589924906,NA
"212","0CO",2023-09-09 20:55:00,42.8,26.6,52.45,NA,NA,0,30.79,NA,10,NA,"BKN",2023-09-09,"20:55","2023/09/09 20",6,-2.66666666666667,NA,0,863.128853271198,NA
"213","0CO",2023-09-09 21:55:00,42.8,26.6,52.45,110,12,0,30.77,NA,10,NA,"BKN",2023-09-09,"21:55","2023/09/09 21",6,-3,NA,0,862.848495263423,NA
"214","0CO",2023-09-09 22:55:00,41,28.4,60.54,110,12,0,30.75,NA,10,15,"BKN",2023-09-09,"22:55","2023/09/09 22",5.33333333333333,-2,NA,0,862.38123191713,NA
"215","0CO",2023-09-09 23:55:00,41,26.6,56.22,180,9,0,30.74,NA,10,NA,"BKN",2023-09-09,"23:55","2023/09/09 23",5,-2.33333333333333,4.115552,0,861.913968570838,NA
"216","0CO",2023-09-10 00:55:00,42.8,24.8,48.67,240,8,0,30.72,NA,10,NA,"SCT",2023-09-10,"00:55","2023/09/10 00",5.66666666666667,-3.33333333333333,4.115552,0,861.633610563063,NA
"217","0CO",2023-09-10 01:55:00,41,24.8,52.17,250,9,0,30.71,NA,10,18,"BKN",2023-09-10,"01:55","2023/09/10 01",5.66666666666667,-4,5.14444,0,861.072894547512,NA
"218","0CO",2023-09-10 02:55:00,41,23,48.39,270,21,0,30.68,NA,10,25,"CLR",2023-09-10,"02:55","2023/09/10 02",5,-4,7.71666,0,860.512178531961,12.8611
"219","0CO",2023-09-10 03:55:00,42.8,21.2,41.84,290,15,0,30.68,NA,10,25,"SCT",2023-09-10,"03:55","2023/09/10 03",5.66666666666667,-6,9.259992,0,860.138367854927,14.918876
"220","0CO",2023-09-10 04:55:00,37.4,24.8,60.04,300,13,0,30.67,NA,10,26,"SCT",2023-09-10,"04:55","2023/09/10 04",3,-4,7.88814133333333,0,859.858009847152,13.889988
"221","0CO",2023-09-10 05:55:00,35.6,24.8,64.46,300,17,0,30.66,NA,10,20,"CLR",2023-09-10,"05:55","2023/09/10 05",2.33333333333333,-4,7.03073466666667,0,859.671104508635,11.317768
"222","0CO",2023-09-10 06:55:00,37.4,26.6,64.7,280,15,0,30.67,NA,10,20,"CLR",2023-09-10,"06:55","2023/09/10 06",2.66666666666667,-3.33333333333333,7.88814133333333,0,859.671104508635,13.889988
"223","0CO",2023-09-10 07:55:00,39.2,26.6,60.29,310,13,0,30.67,NA,10,19,"SCT",2023-09-10,"07:55","2023/09/10 07",3.33333333333333,-3,7.03073466666667,0,859.858009847152,10.28888
"224","0CO",2023-09-10 08:55:00,39.2,26.6,60.29,280,11,0,30.67,NA,10,16,"SCT",2023-09-10,"08:55","2023/09/10 08",3.33333333333333,-3,5.658884,0,859.858009847152,NA
"225","0CO",2023-09-10 09:55:00,39.2,28.4,64.93,310,10,0,30.68,NA,10,NA,"SCT",2023-09-10,"09:55","2023/09/10 09",4.33333333333333,-2.33333333333333,4.80147733333333,0,860.044915185669,NA
"226","0CO",2023-09-10 10:55:00,35.6,32,86.59,280,22,0,30.69,NA,10,28,"SCT",2023-09-10,"10:55","2023/09/10 10",3.33333333333333,-1.33333333333333,7.03073466666667,0,860.512178531961,NA
"227","0CO",2023-09-10 11:55:00,35.6,32,86.59,270,15,0,30.68,NA,10,26,"BKN",2023-09-10,"11:55","2023/09/10 11",1.33333333333333,0,7.37369733333333,0,860.231820524186,13.375544
"228","0CO",2023-09-10 12:55:00,41,32,70.08,300,14,0,30.66,NA,10,21,"SCT",2023-09-10,"12:55","2023/09/10 12",4.33333333333333,0,6.51629066666667,0,859.764557177893,13.889988
"229","0CO",2023-09-10 13:55:00,41,32,70.08,310,8,0,30.66,NA,10,NA,"BKN",2023-09-10,"13:55","2023/09/10 13",5.66666666666667,0,5.658884,0,859.484199170118,NA
"230","0CO",2023-09-10 14:55:00,42.8,33.8,70.28,250,3,0,30.64,NA,7,NA,"SCT",2023-09-10,"14:55","2023/09/10 14",5.66666666666667,0.333333333333333,2.057776,0,859.110388493084,NA
"231","0CO",2023-09-10 15:55:00,42.8,32,65.38,290,13,0,30.62,NA,10,19,"BKN",2023-09-10,"15:55","2023/09/10 15",5.33333333333333,1,4.28703333333333,0,858.643125146792,NA
"232","0CO",2023-09-10 16:55:00,41,35.6,80.93,100,3,0,30.63,NA,0.75,NA,"SCT",2023-09-10,"16:55","2023/09/10 16",5.66666666666667,0.333333333333333,3.086664,0,858.73657781605,NA
"233","0CO",2023-09-10 17:55:00,39.2,33.8,80.79,260,6,0,30.63,NA,10,NA,"SCT",2023-09-10,"17:55","2023/09/10 17",4,1.33333333333333,2.74370133333333,0,858.73657781605,NA
"234","0CO",2023-09-10 18:55:00,35.6,35.6,100,140,6,0,30.63,NA,0.25,15,"OVC",2023-09-10,"18:55","2023/09/10 18",2.66666666666667,2.33333333333333,2.57222,0,858.73657781605,NA
"235","0CO",2023-09-10 19:55:00,35.6,35.6,100,220,5,0,30.63,NA,0.25,NA,"OVC",2023-09-10,"19:55","2023/09/10 19",2,2,2.91518266666667,0,858.73657781605,NA
"236","0CO",2023-09-10 20:55:00,35.6,35.6,100,160,13,0,30.63,NA,0.25,18,"OVC",2023-09-10,"20:55","2023/09/10 20",2,2,5.14444,0,858.73657781605,NA
"237","0CO",2023-09-10 21:55:00,33.8,33.8,100,250,4,0,30.62,NA,0.25,NA,"OVC",2023-09-10,"21:55","2023/09/10 21",1.33333333333333,1.33333333333333,4.115552,0,858.73657781605,NA
"238","0CO",2023-09-10 22:55:00,32,32,100,250,11,0.08,30.62,NA,0.75,NA,"BKN",2023-09-10,"22:55","2023/09/10 22",0.333333333333333,0.333333333333333,3.77258933333333,9.906,858.643125146792,NA
"239","0CO",2023-09-10 23:55:00,32,32,100,340,10,0.02,30.6,NA,0.25,17,"OVC",2023-09-10,"23:55","2023/09/10 23",0,0,4.80147733333333,2.286,858.082409131241,NA
"240","0CO",2023-09-11 00:55:00,32,32,100,310,7,0,30.6,NA,0.25,17,"OVC",2023-09-11,"00:55","2023/09/11 00",0,0,4.115552,0,857.895503792724,NA
"241","0CO",2023-09-11 01:55:00,32,32,100,280,8,0.01,30.58,NA,0.25,17,"OVC",2023-09-11,"01:55","2023/09/11 01",0,0,4.28703333333333,2.286,857.615145784949,9.259992
"242","0CO",2023-09-11 02:55:00,32,32,100,360,4,0,30.58,NA,0.25,NA,"OVC",2023-09-11,"02:55","2023/09/11 02",0.333333333333333,0,2.22925733333333,0,857.334787777173,NA
"243","0CO",2023-09-11 03:55:00,32,32,100,260,10,0,30.56,NA,0.25,NA,"OVC",2023-09-11,"03:55","2023/09/11 03",0,0,3.94407066666667,0,856.867524430881,NA
"244","0CO",2023-09-11 04:55:00,32,32,100,310,8,0,30.55,NA,0.25,15,"OVC",2023-09-11,"04:55","2023/09/11 04",0,0,3.77258933333333,0,856.680619092364,NA
"245","0CO",2023-09-11 05:55:00,32,32,100,360,3,0,30.56,NA,0.25,NA,"OVC",2023-09-11,"05:55","2023/09/11 05",0,0,2.057776,0,856.680619092364,NA
"246","0CO",2023-09-11 06:55:00,32,32,100,360,4,0,30.58,NA,0.25,NA,"OVC",2023-09-11,"06:55","2023/09/11 06",0,0,2.57222,0,857.054429769398,NA
"247","0CO",2023-09-11 07:55:00,32,32,100,0,0,0,30.58,NA,0.75,NA,"OVC",2023-09-11,"07:55","2023/09/11 07",0,0,1.20036933333333,0,857.334787777173,NA
"248","0CO",2023-09-11 08:55:00,32,32,100,180,4,0,30.58,NA,0.25,NA,"OVC",2023-09-11,"08:55","2023/09/11 08",0,0,1.20036933333333,0,857.334787777173,NA
"249","0CO",2023-09-11 09:55:00,33.8,33.8,100,0,0,0,30.6,NA,0.25,NA,"OVC",2023-09-11,"09:55","2023/09/11 09",0.333333333333333,0.333333333333333,0.685925333333333,0,857.708598454207,NA
"250","0CO",2023-09-11 10:55:00,32,32,100,300,6,0,30.6,NA,0.25,NA,"OVC",2023-09-11,"10:55","2023/09/11 10",0.666666666666666,0.666666666666666,1.71481333333333,0,857.895503792724,NA
"251","0CO",2023-09-11 11:55:00,33.8,32,93.03,320,10,0.04,30.6,NA,1,18,"BKN",2023-09-11,"11:55","2023/09/11 11",0.666666666666666,0,2.57222,6.096,857.895503792724,NA
"252","0CO",2023-09-11 12:55:00,33.8,32,93.03,20,4,0.02,30.6,NA,2.5,NA,"SCT",2023-09-11,"12:55","2023/09/11 12",0.999999999999998,0,3.086664,1.524,857.895503792724,NA
"253","0CO",2023-09-11 13:55:00,37.4,33.8,86.69,270,7,0,30.6,NA,10,14,"SCT",2023-09-11,"13:55","2023/09/11 13",1.66666666666667,0.333333333333333,2.91518266666667,0,857.895503792724,NA
"254","0CO",2023-09-11 14:55:00,37.4,35.6,93.14,0,0,0,30.6,NA,0.25,NA,"OVC",2023-09-11,"14:55","2023/09/11 14",2.66666666666667,2,1.20036933333333,0,857.895503792724,NA
"255","0CO",2023-09-11 15:55:00,33.8,33.8,100,200,6,0.01,30.6,NA,0.25,NA,"OVC",2023-09-11,"15:55","2023/09/11 15",1.66666666666667,0.999999999999998,3.086664,2.286,857.895503792724,NA
"256","0CO",2023-09-11 16:55:00,35.6,35.6,100,NA,NA,0,30.6,NA,0.25,NA,"OVC",2023-09-11,"16:55","2023/09/11 16",1.33333333333333,1.33333333333333,NA,0,857.895503792724,NA
"257","0CO",2023-09-11 17:55:00,35.6,32,86.59,290,9,0.01,30.58,NA,10,NA,"SCT",2023-09-11,"17:55","2023/09/11 17",1.33333333333333,0.666666666666666,4.28703333333333,1.524,857.708598454207,NA
"258","0CO",2023-09-11 18:55:00,33.8,33.8,100,170,9,0,30.59,NA,0.25,17,"OVC",2023-09-11,"18:55","2023/09/11 18",1.66666666666667,0.666666666666666,3.42962666666667,0,857.52169311569,NA
"259","0CO",2023-09-11 19:55:00,33.8,32,93.03,150,14,0,30.6,NA,0.25,18,"OVC",2023-09-11,"19:55","2023/09/11 19",0.666666666666666,0,7.54517866666667,0,857.802051123466,NA
"260","0CO",2023-09-11 20:55:00,32,32,100,150,11,0,30.6,NA,0.25,NA,"OVC",2023-09-11,"20:55","2023/09/11 20",0,0,7.03073466666667,0,857.895503792724,NA
"261","0CO",2023-09-11 21:55:00,32,32,100,200,8,0,30.6,NA,1,16,"OVC",2023-09-11,"21:55","2023/09/11 21",0,0,4.629996,0,857.895503792724,NA
"262","0CO",2023-09-11 22:55:00,32,32,100,230,3,0,30.6,NA,0.25,NA,"OVC",2023-09-11,"22:55","2023/09/11 22",0,0,1.20036933333333,0,857.895503792724,NA
"263","0CO",2023-09-11 23:55:00,32,30.2,92.97,230,7,0,30.58,NA,10,NA,"CLR",2023-09-11,"23:55","2023/09/11 23",0,-0.666666666666667,3.94407066666667,0,857.52169311569,NA
"264","0CO",2023-09-12 00:55:00,32,30.2,92.97,260,8,0,30.58,NA,10,NA,"CLR",2023-09-12,"00:55","2023/09/12 00",0.666666666666666,-1.33333333333333,4.28703333333333,0,857.334787777173,NA
